fileName,groupName,attributeName,attributeValue
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,4.9
iris.csv,Species:setosa,Sepal.Length,4.7
iris.csv,Species:setosa,Sepal.Length,4.6
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,5.4
iris.csv,Species:setosa,Sepal.Length,4.6
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,4.4
iris.csv,Species:setosa,Sepal.Length,4.9
iris.csv,Species:setosa,Sepal.Length,5.4
iris.csv,Species:setosa,Sepal.Length,4.8
iris.csv,Species:setosa,Sepal.Length,4.8
iris.csv,Species:setosa,Sepal.Length,4.3
iris.csv,Species:setosa,Sepal.Length,5.8
iris.csv,Species:setosa,Sepal.Length,5.7
iris.csv,Species:setosa,Sepal.Length,5.4
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,5.7
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,5.4
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,4.6
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,4.8
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,5.2
iris.csv,Species:setosa,Sepal.Length,5.2
iris.csv,Species:setosa,Sepal.Length,4.7
iris.csv,Species:setosa,Sepal.Length,4.8
iris.csv,Species:setosa,Sepal.Length,5.4
iris.csv,Species:setosa,Sepal.Length,5.2
iris.csv,Species:setosa,Sepal.Length,5.5
iris.csv,Species:setosa,Sepal.Length,4.9
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,5.5
iris.csv,Species:setosa,Sepal.Length,4.9
iris.csv,Species:setosa,Sepal.Length,4.4
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,4.5
iris.csv,Species:setosa,Sepal.Length,4.4
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,4.8
iris.csv,Species:setosa,Sepal.Length,5.1
iris.csv,Species:setosa,Sepal.Length,4.6
iris.csv,Species:setosa,Sepal.Length,5.3
iris.csv,Species:setosa,Sepal.Length,5
iris.csv,Species:virginica,Sepal.Length,6.3
iris.csv,Species:virginica,Sepal.Length,5.8
iris.csv,Species:virginica,Sepal.Length,7.1
iris.csv,Species:virginica,Sepal.Length,6.3
iris.csv,Species:virginica,Sepal.Length,6.5
iris.csv,Species:virginica,Sepal.Length,7.6
iris.csv,Species:virginica,Sepal.Length,4.9
iris.csv,Species:virginica,Sepal.Length,7.3
iris.csv,Species:virginica,Sepal.Length,6.7
iris.csv,Species:virginica,Sepal.Length,7.2
iris.csv,Species:virginica,Sepal.Length,6.5
iris.csv,Species:virginica,Sepal.Length,6.4
iris.csv,Species:virginica,Sepal.Length,6.8
iris.csv,Species:virginica,Sepal.Length,5.7
iris.csv,Species:virginica,Sepal.Length,5.8
iris.csv,Species:virginica,Sepal.Length,6.4
iris.csv,Species:virginica,Sepal.Length,6.5
iris.csv,Species:virginica,Sepal.Length,7.7
iris.csv,Species:virginica,Sepal.Length,7.7
iris.csv,Species:virginica,Sepal.Length,6
iris.csv,Species:virginica,Sepal.Length,6.9
iris.csv,Species:virginica,Sepal.Length,5.6
iris.csv,Species:virginica,Sepal.Length,7.7
iris.csv,Species:virginica,Sepal.Length,6.3
iris.csv,Species:virginica,Sepal.Length,6.7
iris.csv,Species:virginica,Sepal.Length,7.2
iris.csv,Species:virginica,Sepal.Length,6.2
iris.csv,Species:virginica,Sepal.Length,6.1
iris.csv,Species:virginica,Sepal.Length,6.4
iris.csv,Species:virginica,Sepal.Length,7.2
iris.csv,Species:virginica,Sepal.Length,7.4
iris.csv,Species:virginica,Sepal.Length,7.9
iris.csv,Species:virginica,Sepal.Length,6.4
iris.csv,Species:virginica,Sepal.Length,6.3
iris.csv,Species:virginica,Sepal.Length,6.1
iris.csv,Species:virginica,Sepal.Length,7.7
iris.csv,Species:virginica,Sepal.Length,6.3
iris.csv,Species:virginica,Sepal.Length,6.4
iris.csv,Species:virginica,Sepal.Length,6
iris.csv,Species:virginica,Sepal.Length,6.9
iris.csv,Species:virginica,Sepal.Length,6.7
iris.csv,Species:virginica,Sepal.Length,6.9
iris.csv,Species:virginica,Sepal.Length,5.8
iris.csv,Species:virginica,Sepal.Length,6.8
iris.csv,Species:virginica,Sepal.Length,6.7
iris.csv,Species:virginica,Sepal.Length,6.7
iris.csv,Species:virginica,Sepal.Length,6.3
iris.csv,Species:virginica,Sepal.Length,6.5
iris.csv,Species:virginica,Sepal.Length,6.2
iris.csv,Species:virginica,Sepal.Length,5.9
