fileName,groupName,attributeName,attributeValue
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Montreal
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,other
Greene.csv,language:English,location,Toronto
Greene.csv,language:English,location,Toronto
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
Greene.csv,language:French,location,Montreal
