fileName,groupName,attributeName,attributeValue
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Africa,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
cities.csv,Continent:Asia,Western hemisphere?,0
